n,ID,Species_reported,Species_accepted,Temperature,Growth_form,Distribution,Microhabitat,Dry_mass,Dormancy,Species_acceptedLCVP,t50_Farooq
411,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,23.5
412,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,27.5
413,91,Pleroma carajasense,Pleroma carajasense,20,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,18.75
414,91,Pleroma carajasense,Pleroma carajasense,20,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,17.5
415,91,Pleroma carajasense,Pleroma carajasense,20,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,19.5
416,91,Pleroma carajasense,Pleroma carajasense,20,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,NA
417,91,Pleroma carajasense,Pleroma carajasense,20,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,24.5
418,91,Pleroma carajasense,Pleroma carajasense,20,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,NA
419,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,20.5
420,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,18
421,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,19.5
422,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,14.5
423,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,18.5
424,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,17.5
425,91,Peperomia sp.,Peperomia sp.,20,Herb,NA,NA,0.10825,ND,NA,16.5
426,91,Peperomia sp.,Peperomia sp.,20,Herb,NA,NA,0.10825,ND,NA,21.16666667
427,91,Peperomia sp.,Peperomia sp.,20,Herb,NA,NA,0.10825,ND,NA,22
428,91,Peperomia sp.,Peperomia sp.,20,Herb,NA,NA,0.10825,ND,NA,22.375
429,91,Peperomia sp.,Peperomia sp.,20,Herb,NA,NA,0.10825,ND,NA,NA
430,91,Peperomia sp.,Peperomia sp.,20,Herb,NA,NA,0.10825,ND,NA,21.83333333
431,91,Peperomia sp.,Peperomia sp.,25,Herb,NA,NA,0.10825,ND,NA,18
432,91,Peperomia sp.,Peperomia sp.,25,Herb,NA,NA,0.10825,ND,NA,22.2
433,91,Peperomia sp.,Peperomia sp.,25,Herb,NA,NA,0.10825,ND,NA,22.25
434,91,Peperomia sp.,Peperomia sp.,25,Herb,NA,NA,0.10825,ND,NA,21.66666667
435,91,Peperomia sp.,Peperomia sp.,25,Herb,NA,NA,0.10825,ND,NA,19.5
436,91,Peperomia sp.,Peperomia sp.,25,Herb,NA,NA,0.10825,ND,NA,19.5
437,91,Borreria elaiosulcata,Borreria elaiosulcata,20,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,10.5
438,91,Borreria elaiosulcata,Borreria elaiosulcata,20,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,15.5
439,91,Borreria elaiosulcata,Borreria elaiosulcata,20,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,11.5
440,91,Borreria elaiosulcata,Borreria elaiosulcata,20,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,12
441,91,Borreria elaiosulcata,Borreria elaiosulcata,20,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,6.75
442,91,Borreria elaiosulcata,Borreria elaiosulcata,20,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,11
443,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
444,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
445,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,21.5
446,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
447,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,28.5
448,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
449,91,Mitracarpus carajasensis,Mitracarpus carajasensis,20,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,18.5
450,91,Mitracarpus carajasensis,Mitracarpus carajasensis,20,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,18.5
451,91,Mitracarpus carajasensis,Mitracarpus carajasensis,20,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,22
452,91,Mitracarpus carajasensis,Mitracarpus carajasensis,20,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,17.75
453,91,Mitracarpus carajasensis,Mitracarpus carajasensis,20,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,18.5
454,91,Mitracarpus carajasensis,Mitracarpus carajasensis,20,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,15
455,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,26
456,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,19.75
457,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,20
458,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,27
459,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,NA
460,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,25.5
461,91,Xyris brachysepala,Xyris brachysepala,20,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,16.38888889
462,91,Xyris brachysepala,Xyris brachysepala,20,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.6875
463,91,Xyris brachysepala,Xyris brachysepala,20,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.8
464,91,Xyris brachysepala,Xyris brachysepala,20,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,16.28571429
465,91,Xyris brachysepala,Xyris brachysepala,20,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.83333333
466,91,Xyris brachysepala,Xyris brachysepala,20,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,16.9
467,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.16666667
468,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,14.64285714
469,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,16.75
470,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,14.125
471,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.16666667
472,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,14.25
473,97,Collaea cipoensis,Collaea cipoensis,20,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,7.6
474,97,Collaea cipoensis,Collaea cipoensis,20,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,7.1
475,97,Collaea cipoensis,Collaea cipoensis,20,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,7.5
476,97,Collaea cipoensis,Collaea cipoensis,20,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,9.5
477,97,Collaea cipoensis,Collaea cipoensis,25,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,5.666666667
478,97,Collaea cipoensis,Collaea cipoensis,25,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,6.5
479,97,Collaea cipoensis,Collaea cipoensis,25,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,5.7
480,97,Collaea cipoensis,Collaea cipoensis,25,Shrub,Restricted,Mesic/Xeric,NA,ND,Collaea_cipoensis,5.6
481,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,20,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,23.5
482,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,20,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,23.75
483,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,20,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,23.5
484,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,20,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,23.5
485,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,25,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,15.25
486,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,25,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,18.2
487,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,25,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,17.1
488,98,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,25,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata,15.16666667
